503	5.421571	19513
504	4.356898	10127
505	6.787242	38285
506	6.698510	36803
507	6.481776	33345
508	5.683247	22477
509	4.133064	8645
510	6.497741	33592
511	1.822314	741
512	2.527044	1976
513	5.328478	18525
514	1.591938	494
515	7.639182	54587
516	8.275956	69407
517	4.890937	14326
518	5.620095	21736
519	4.591943	11856
520	2.005716	988
521	8.353761	71383
522	4.591943	11856
523	7.895495	60268
524	5.489347	20254
525	1.591938	494
526	2.005716	988
527	5.979773	26182
528	5.825387	24206
529	5.256463	17784
530	5.745027	23218
531	4.494212	11115
532	5.703989	22724
533	3.116113	3705
534	4.527259	11362
535	6.513628	33839
536	4.284870	9633
537	3.371584	4693
538	5.027626	15561
539	1.591938	494
540	2.628231	2223
541	7.160443	44954
542	3.926056	7410
543	5.182418	17043
544	5.466942	20007
545	0.000000	0
546	8.411177	72865
547	2.628231	2223
548	5.256463	17784
549	5.825387	24206
550	6.683490	36556
551	7.173533	45201
552	5.207334	17290
553	4.805114	13585
554	5.444351	19760
555	3.371584	4693
556	7.413669	49894
557	8.713796	81016
558	5.960909	25935
559	4.685682	12597
560	1.263522	247
561	7.522177	52117
562	2.970963	3211
563	4.654854	12350
564	5.785486	23712
565	6.300717	30628
566	6.845132	39273
567	7.080876	43472
568	5.256463	17784
569	5.724581	22971
570	5.304690	18278
571	6.035662	26923
572	6.916144	40508
573	4.247929	9386
574	6.772614	38038
575	2.970963	3211
576	6.400745	32110
577	6.560830	34580
578	6.683490	36556
579	5.182418	17043
580	6.859452	39520
581	5.785486	23712
582	6.465732	33098
583	6.816310	38779
584	6.787242	38285
585	7.160443	44954
586	2.160592	1235
587	5.328478	18525
588	6.144436	28405
589	6.787242	38285
590	2.810047	2717
591	2.810047	2717
592	6.859452	39520
593	6.249490	29887
594	3.926056	7410
595	5.555490	20995
596	4.494212	11115
597	6.433403	32604
598	7.160443	44954
599	5.903589	25194
600	5.662353	22230
601	6.283734	30381
602	3.429726	4940
603	6.417115	32357
604	5.805505	23959
605	4.946521	14820
606	1.822314	741
607	4.172057	8892
608	3.045267	3458
609	6.985728	41743
610	5.903589	25194
611	6.930173	40755
612	6.859452	39520
613	6.698510	36803
614	5.745027	23218
615	6.232226	29640
616	4.654854	12350
617	6.433403	32604
618	7.107596	43966
619	1.591938	494
620	4.716109	12844
621	3.248870	4199
622	0.000000	0
623	5.375427	19019
624	6.591924	35074
625	2.527044	1976
626	1.822314	741
627	3.248870	4199
628	4.685682	12597
629	6.266659	30134
630	7.841191	59033
631	5.131855	16549
632	6.367751	31616
633	5.703989	22724
634	7.498335	51623
635	5.157260	16796
636	5.703989	22724
637	5.884233	24947
638	4.210335	9139
639	5.304690	18278
640	7.592812	53599
641	7.263857	46930
642	2.970963	3211
643	7.212521	45942
644	7.639182	54587
645	5.683247	22477
646	6.958061	41249
647	6.591924	35074
648	5.027626	15561
649	3.540438	5434
650	5.280686	18031
651	7.376785	49153
652	2.970963	3211
653	6.035662	26923
654	5.724581	22971
655	5.598725	21489
656	6.072354	27417
657	5.106195	16302
658	6.266659	30134
659	3.116113	3705
660	2.417030	1729
661	6.334411	31122
662	5.941926	25688
663	5.375427	19019
664	6.481776	33345
665	6.249490	29887
666	5.398598	19266
667	2.722175	2470
668	6.497741	33592
669	8.324755	70642
670	7.970288	61997
671	2.005716	988
672	3.644628	5928
673	3.429726	4940
674	4.426620	10621
675	4.011432	7904
676	4.973850	15067
677	4.321184	9880
678	6.433403	32604
679	7.173533	45201
680	9.394277	101517
681	9.021593	89908
682	1.263522	247
683	5.979773	26182
684	6.400745	32110
685	0.000000	0
686	3.694560	6175
687	6.607362	35321
688	7.569414	53105
689	8.505164	75335
690	2.810047	2717
691	6.214866	29393
692	4.392036	10374
693	2.527044	1976
694	7.569414	53105
695	5.027626	15561
696	8.392125	72371
697	4.623613	12103
698	5.724581	22971
699	5.157260	16796
700	5.131855	16549
701	5.884233	24947
702	6.367751	31616
703	6.622728	35568
704	4.834061	13832
705	5.785486	23712
706	7.120882	44213
707	7.026821	42484
